case,task,task_version,system,display_system,trial_id,answer_sha256,config_id,requested_model,observed_model_ids,source_priority,current_status,current_judge_label,status,selected_judge_label,selected_judge_commit,code_identity,fallback_relation,criterion_scores,original_points,focus50_points,focus60_points,focus70_points,passing_original,passing50,passing60,passing70,receipt,previous_snapshot_record,technical_reason
C1-codex-R07,C1,new6-c1-revision-v2,codex,GPT-5.6 sol,N6C1V2-CODEX-R07__zaagV2s,96c5754f3d12d77269226e510bf8727dfd5136c50855764479a71bab6ee81f44,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.5695364238410596026490066225165562913907"", ""R002"": ""1"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""0.5945945945945945945945945945945945945946""}",91.5160193305888670127080723107213173438335,93.4738610235298977020831325467087056491026923077,94.7790888188239181616665060373669645192821538462,96.0843166141179386212498795280252233894616153846,True,True,True,True,receipts/C1-codex-R07.json,,
C1-codex-R05,C1,new6-c1-revision-v2,codex,GPT-5.6 sol,N6C1V2-CODEX-R05__SATdX2u,d5ab665eee20bbd246b39700f9c2fc5d2e4231f03409f1127512850c63d6e785,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.6556291390728476821192052980132450331126"", ""R002"": ""0.8333333333333333333333333333333333333333"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""0.5810810810810810810810810810810810810811""}",89.4065091581647873038601515422707475687605,91.8511608908959902337385781094390365913542307692,93.4809287127167921869908624875512292730833846154,95.1106965345375941402431468656634219548125384615,True,True,True,True,receipts/C1-codex-R05.json,,
C1-codex-R06,C1,new6-c1-revision-v2,codex,GPT-5.6 sol,N6C1V2-CODEX-R06__mPDxW4N,b4dafcb6c2ddcd8505aed2eb987656387c97ff9007a0808344b7542c00a3295e,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.9470198675496688741721854304635761589404"", ""R002"": ""1"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""0.9189189189189189189189189189189189189189""}",98.7998926078396277071773760515482369787005,99.0768404675689443901364431165755669066926923077,99.2614723740551555121091544932604535253541538462,99.4461042805413666340818658699453401440156153846,True,True,True,True,receipts/C1-codex-R06.json,,
C1-codex-R01,C1,new6-c1-revision-v2,codex,GPT-5.6 sol,N6C1V2-CODEX-R01__acnPqWB,11bfca78c5f8b5a154fcb2530a3cc927a55f3fe4a10067abc9870e12aa5c2206,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.6026490066225165562913907284768211920530"", ""R002"": ""0.6666666666666666666666666666666666666667"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""0.7432432432432432432432432432432432432432""}",86.089284648887297893920410476701867430345,89.2994497299133060722464695974629749464192307692,91.4395597839306448577971756779703799571353846154,93.5796698379479836433478817584777849678515384615,True,True,True,True,receipts/C1-codex-R01.json,,
C1-codex-R02,C1,new6-c1-revision-v2,codex,GPT-5.6 sol,N6C1V2-CODEX-R02__dJ3QSJi,a50281ab152ad8bfef89ef1d4edaa10407a6a1dfcd10a4e40bf4595f0edd4c40,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.6953642384105960264900662251655629139073"", ""R002"": ""1"", ""R003"": ""0.9629629629629629629629629629629629629630"", ""R004"": ""1"", ""R005"": ""0.9130434782608695652173913043478260869565"", ""R006"": ""0.5135135135135135135135135135135135135135""}",89.3989973273013871919717010416693687640995,89.8386935962519031911488001323878087483034615385,90.1318244422189138572668661928667687377727692308,90.4249552881859245233849322533457287272420769231,True,True,True,True,receipts/C1-codex-R02.json,,
C1-codex-R03,C1,new6-c1-revision-v2,codex,GPT-5.6 sol,N6C1V2-CODEX-R03__ukUzW8M,63af0d6488b6a2191e3cbc8779056d1b1ad1b712c57ac6eaf50143ae6f9a8a9b,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.6556291390728476821192052980132450331126"", ""R002"": ""1"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""0.9565217391304347826086956521739130434783"", ""R006"": ""0.6621621621621621621621621621621621621622""}",91.6235087664687434339032381070964428292405,92.5532007233706053170493135940875647181457692308,93.1729953613051799058133639187483126440826153846,93.7927899992397544945774142434090605700194615385,True,True,True,True,receipts/C1-codex-R03.json,,
C1-codex-R08,C1,new6-c1-revision-v2,codex,GPT-5.6 sol,N6C1V2-CODEX-R08__MEkom2h,b096c904c8a8343d40400d48278272afde5c6bda6f8c44aeb478cf08c64def8e,868f3be7850eba7a,gpt-5.6-sol,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.7947019867549668874172185430463576158940"", ""R002"": ""0.8333333333333333333333333333333333333333"", ""R003"": ""0.9629629629629629629629629629629629629630"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""0.7432432432432432432432432432432432432432""}",91.747857128651830638585605473022691565737,93.6521977912706389527581580561713012044130769231,94.9217582330165111622065264449370409635304615385,96.1913186747623833716548948337027807226478461538,True,True,True,True,receipts/C1-codex-R08.json,,
C1-claude-R08,C1,new6-c1-revision-v2,claude,Opus 5,N6C1V2-CLAUDE-R08__adwpD6z,e2d67bc27808e4887d99996b2deecb520ceb6458e68365cfdd55aecb9156f4f2,d2b93fdc116ca2eb,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.5231788079470198675496688741721854304636"", ""R002"": ""1"", ""R003"": ""0.6666666666666666666666666666666666666667"", ""R004"": ""0.3333333333333333333333333333333333333333"", ""R005"": ""0"", ""R006"": ""0.4729729729729729729729729729729729729730""}",43.5458803174034962114432313107809796551525,33.4968310133873047780332548544469074270403846154,26.7974648107098438224266038835575259416323076923,20.0980986080323828668199529126681444562242307692,False,False,False,False,receipts/C1-claude-R08.json,,
C1-claude-R05,C1,new6-c1-revision-v2,claude,Opus 5,N6C1V2-CLAUDE-R05__4NsMcUv,1834e8dc34230b5e181e7ba6639a8496bdf50b69b2570bd4d2da359bb0087272,d2b93fdc116ca2eb,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-c1-review-facts-v2.4-inline-and-bridge,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-claude-R04,C1,new6-c1-revision-v2,claude,Opus 5,N6C1V2-CLAUDE-R04__CcqQaVg,4c7cab8229fec27c4d1aeec1f3dd4901ec84d038b75d1b19ee199fc3872f0023,d2b93fdc116ca2eb,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-c1-review-facts-v2.4-inline-and-bridge,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-claude-R06,C1,new6-c1-revision-v2,claude,Opus 5,N6C1V2-CLAUDE-R06__YYepKHx,d2078d38aa22981dd3c1b750f7ace3b5f312c3d5ed44558c5f9e0c2eb924de30,d2b93fdc116ca2eb,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-c1-review-facts-v2.4-inline-and-bridge,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-claude-R03,C1,new6-c1-revision-v2,claude,Opus 5,N6C1V2-CLAUDE-R03__FdVp9qQ,d4edc3b22af7487cde1c9606b825606e7099a5cb7e785df55b6c2cd9109d2c6e,d2b93fdc116ca2eb,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,SCORED,new6-c1-review-facts-v2.4-inline-and-bridge,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.4437086092715231788079470198675496688742"", ""R002"": ""1"", ""R003"": ""0.5925925925925925925925925925925925925926"", ""R004"": ""0.3333333333333333333333333333333333333333"", ""R005"": ""0"", ""R006"": ""0.4864864864864864864864864864864864864865""}",41.3102837937275023367738599526678996877675,31.7771413797903864129029691943599228367442307692,25.4217131038323091303223753554879382693953846154,19.0662848278742318477417815166159537020465384615,False,False,False,False,receipts/C1-claude-R03.json,,
C1-claude-R01,C1,new6-c1-revision-v2,claude,Opus 5,N6C1V2-CLAUDE-R01__LagTKLH,4cb96a55f8dba27b0c5aec5bf47df163a9bbce20bf9387123c7e179e822f1dd7,d2b93fdc116ca2eb,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-c1-review-facts-v2.4-inline-and-bridge,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-claude-R07,C1,new6-c1-revision-v2,claude,Opus 5,N6C1V2-CLAUDE-R07__JKEFgNr,a540033d0ea690dcba4e1328089b353f2d0ec758eb0394b151b2902b5b872ea6,d2b93fdc116ca2eb,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-c1-review-facts-v2.4-inline-and-bridge,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-claude-R02,C1,new6-c1-revision-v2,claude,Opus 5,N6C1V2-CLAUDE-R02__vNpHmQn,,763cb251b6b4825d,claude-opus-5,claude-opus-5-thinking-high,UNSCORED,OUTPUT_MISSING,new6-c1-review-facts-v2.4-inline-and-bridge,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-qwen-R04,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6V3-B2-QWEN-R04__BAyugYJ,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-b2-three-release-v3.2-labelled-code-lists,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-qwen-R04,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R04__tFc9yNi,226c99d652f9f4a8bec8e51aac9ba0d612406fcd95b7196efe2c9bbc5275e376,98e2a900f84cf581,openai/qwen3.8-max,,NEW_COMPLETED_TRIAL_FIXED_34374,JUDGE_ERROR,,JUDGE_ERROR,,34374f08f331e7184010c40b401f1630a49df394,IMMUTABLE_COMMIT,,,,,,,,,,,receipts/C1-qwen-R04.json,"{""case"": ""C1-qwen-R04"", ""task"": ""C1"", ""task_version"": ""new6-c1-revision-v2"", ""system"": ""qwen"", ""display_system"": ""Qwen 3.8"", ""trial_id"": ""N6C1V2-QWEN-R04__7v486UV"", ""answer_sha256"": null, ""config_id"": ""cbe37eb4b4cfc204"", ""requested_model"": ""openai/qwen3.8-max"", ""observed_model_ids"": """", ""source_priority"": ""UNSCORED"", ""current_status"": ""RUN_OR_COLLECTION_PENDING"", ""current_judge_label"": ""new6-c1-review-facts-v2.4-inline-and-bridge"", ""status"": ""RUN_OR_COLLECTION_PENDING"", ""selected_judge_label"": null, ""selected_judge_commit"": null, ""code_identity"": ""LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED"", ""fallback_relation"": null, ""criterion_scores"": null, ""original_points"": null, ""focus50_points"": null, ""focus60_points"": null, ""focus70_points"": null, ""passing_original"": null, ""passing50"": null, ""passing60"": null, ""passing70"": null, ""receipt"": null}","A material candidate table remains unbound: ['Reconciliation', 'Source References']"
B2-qwen-R08,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6SIX-B2-QWEN-R08__aohdaFa,fa318bb347d7785915a3475ccc76e161c5b4b4070bd55b8a712d6696481d0902,4e076136e05655d9,openai/qwen3.8-max,,3_NEW_BATCH_FIXED_SUCCESS,JUDGE_ERROR,new6-b2-three-release-v3.2-labelled-code-lists,SCORED,new6-b2-offline-v3.3-chart-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""0.8571428571428571"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""0.7166666666666667"", ""R005"": ""0.6666666666666666""}",87.1904761904761895,83.1135531135531125824175824175824175824175824176,80.3956043956043946373626373626373626373626373626,77.6776556776556766923076923076923076923076923077,True,True,True,True,receipts/B2-qwen-R08.json,,
B2-qwen-R02,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6V3-B2-QWEN-R02__mmSgNCS,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-b2-three-release-v3.2-labelled-code-lists,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-qwen-R07,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6V3-B2-QWEN-R07__44PqrSC,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-b2-three-release-v3.2-labelled-code-lists,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-qwen-R08,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6SIX-C1-QWEN-R08__AKNpNV5,64de2384430268b1864f36166d4768466389bb1af894bc12b2144d627366bbc8,4e076136e05655d9,openai/qwen3.8-max,,UNSCORED,JUDGE_ERROR,new6-c1-review-facts-v2.4-inline-and-bridge,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-qwen-R05,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6V3-B2-QWEN-R05__efM8SDs,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-b2-three-release-v3.2-labelled-code-lists,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-qwen-R05,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R05__5BrpuSb,e412f4de88b77b7369d0684fee8b0bdbe3b97a1154bd9b580b9b34868f3ccf5e,98e2a900f84cf581,openai/qwen3.8-max,,NEW_COMPLETED_TRIAL_FIXED_34374,JUDGE_ERROR,,JUDGE_ERROR,,34374f08f331e7184010c40b401f1630a49df394,IMMUTABLE_COMMIT,,,,,,,,,,,receipts/C1-qwen-R05.json,"{""case"": ""C1-qwen-R05"", ""task"": ""C1"", ""task_version"": ""new6-c1-revision-v2"", ""system"": ""qwen"", ""display_system"": ""Qwen 3.8"", ""trial_id"": ""N6C1V2-QWEN-R05__jJnpU9z"", ""answer_sha256"": null, ""config_id"": ""cbe37eb4b4cfc204"", ""requested_model"": ""openai/qwen3.8-max"", ""observed_model_ids"": """", ""source_priority"": ""UNSCORED"", ""current_status"": ""RUN_OR_COLLECTION_PENDING"", ""current_judge_label"": ""new6-c1-review-facts-v2.4-inline-and-bridge"", ""status"": ""RUN_OR_COLLECTION_PENDING"", ""selected_judge_label"": null, ""selected_judge_commit"": null, ""code_identity"": ""LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED"", ""fallback_relation"": null, ""criterion_scores"": null, ""original_points"": null, ""focus50_points"": null, ""focus60_points"": null, ""focus70_points"": null, ""passing_original"": null, ""passing50"": null, ""passing60"": null, ""passing70"": null, ""receipt"": null}","A material candidate table remains unbound: ['Cost Summary', 'Elemental Analysis', 'Working Calculation', 'Reconciliation']"
B2-qwen-R03,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6V3-B2-QWEN-R03__3QptLQ7,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-b2-three-release-v3.2-labelled-code-lists,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-qwen-R01,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6V3-B2-QWEN-R01__rM3icuh,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-b2-three-release-v3.2-labelled-code-lists,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B2-qwen-R06,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6V3-B2-QWEN-R06__opcP3rC,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-b2-three-release-v3.2-labelled-code-lists,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-qwen-R07,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6C1V2-QWEN-R07__6Wh2gu4,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-c1-review-facts-v2.4-inline-and-bridge,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-qwen-R03,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R03__dHeCevY,1e58c4db541b85c34861c79ceba46619c7f98bb865d42e826d46c787f66bc992,98e2a900f84cf581,openai/qwen3.8-max,,NEW_COMPLETED_TRIAL_FIXED_34374,JUDGE_ERROR,,JUDGE_ERROR,,34374f08f331e7184010c40b401f1630a49df394,IMMUTABLE_COMMIT,,,,,,,,,,,receipts/C1-qwen-R03.json,"{""case"": ""C1-qwen-R03"", ""task"": ""C1"", ""task_version"": ""new6-c1-revision-v2"", ""system"": ""qwen"", ""display_system"": ""Qwen 3.8"", ""trial_id"": ""N6C1V2-QWEN-R03__VLNaNcy"", ""answer_sha256"": null, ""config_id"": ""cbe37eb4b4cfc204"", ""requested_model"": ""openai/qwen3.8-max"", ""observed_model_ids"": """", ""source_priority"": ""UNSCORED"", ""current_status"": ""RUN_OR_COLLECTION_PENDING"", ""current_judge_label"": ""new6-c1-review-facts-v2.4-inline-and-bridge"", ""status"": ""RUN_OR_COLLECTION_PENDING"", ""selected_judge_label"": null, ""selected_judge_commit"": null, ""code_identity"": ""LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED"", ""fallback_relation"": null, ""criterion_scores"": null, ""original_points"": null, ""focus50_points"": null, ""focus60_points"": null, ""focus70_points"": null, ""passing_original"": null, ""passing50"": null, ""passing60"": null, ""passing70"": null, ""receipt"": null}","Material result labels cannot be safely bound: [{'sheet': 'Source References', 'label': 'Current package price — heating & ASHP scope'}, {'sheet': 'Source References', 'label': 'Earlier review price — heating & ASHP scope (superseded)'}, {'sheet': 'Source References', 'label': 'Printed cost limit (inflation excluded)'}]"
C1-qwen-R01,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6C1IMAGE-C1-QWEN-R01__W3nENQW,5f7f8654103eacaee062b81a176b17b2315b6e366b68925e42618a2da8d2b6ff,a568e2740c218e2f,openai/qwen3.8-max,,NEW_COMPLETED_TRIAL_FIXED_34374,JUDGE_ERROR,,JUDGE_ERROR,,34374f08f331e7184010c40b401f1630a49df394,IMMUTABLE_COMMIT,,,,,,,,,,,receipts/C1-qwen-R01.json,"{""case"": ""C1-qwen-R01"", ""task"": ""C1"", ""task_version"": ""new6-c1-revision-v2"", ""system"": ""qwen"", ""display_system"": ""Qwen 3.8"", ""trial_id"": ""N6C1STREAM-C1-QWEN-R01__aqMt3Ef"", ""answer_sha256"": null, ""config_id"": ""43e4a9c77eff4d0f"", ""requested_model"": ""openai/qwen3.8-max"", ""observed_model_ids"": """", ""source_priority"": ""UNSCORED"", ""current_status"": ""RUN_OR_COLLECTION_PENDING"", ""current_judge_label"": ""new6-c1-review-facts-v2.4-inline-and-bridge"", ""status"": ""RUN_OR_COLLECTION_PENDING"", ""selected_judge_label"": null, ""selected_judge_commit"": null, ""code_identity"": ""LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED"", ""fallback_relation"": null, ""criterion_scores"": null, ""original_points"": null, ""focus50_points"": null, ""focus60_points"": null, ""focus70_points"": null, ""passing_original"": null, ""passing50"": null, ""passing60"": null, ""passing70"": null, ""receipt"": null}","Material result labels cannot be safely bound: [{'sheet': 'Cover', 'label': 'Movement in cost limit (current - original printed)'}, {'sheet': 'Cover', 'label': 'Asbestos removal option - outside current cost limit'}, {'sheet': 'Reconciliation', 'label': 'Original printed cost limit'}]"
C1-qwen-R06,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6C1V2-QWEN-R06__mS7JXsg,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-c1-review-facts-v2.4-inline-and-bridge,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C1-qwen-R02,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R02__eWXn9B2,962391b0e74abca624410b03ac8aacfc94f6feee4479f049781969e608b2e3fd,98e2a900f84cf581,openai/qwen3.8-max,,NEW_COMPLETED_TRIAL_FIXED_34374,JUDGE_ERROR,,JUDGE_ERROR,,34374f08f331e7184010c40b401f1630a49df394,IMMUTABLE_COMMIT,,,,,,,,,,,receipts/C1-qwen-R02.json,"{""case"": ""C1-qwen-R02"", ""task"": ""C1"", ""task_version"": ""new6-c1-revision-v2"", ""system"": ""qwen"", ""display_system"": ""Qwen 3.8"", ""trial_id"": ""N6C1V2-QWEN-R02__GWLRobQ"", ""answer_sha256"": null, ""config_id"": ""cbe37eb4b4cfc204"", ""requested_model"": ""openai/qwen3.8-max"", ""observed_model_ids"": """", ""source_priority"": ""UNSCORED"", ""current_status"": ""RUN_OR_COLLECTION_PENDING"", ""current_judge_label"": ""new6-c1-review-facts-v2.4-inline-and-bridge"", ""status"": ""RUN_OR_COLLECTION_PENDING"", ""selected_judge_label"": null, ""selected_judge_commit"": null, ""code_identity"": ""LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED"", ""fallback_relation"": null, ""criterion_scores"": null, ""original_points"": null, ""focus50_points"": null, ""focus60_points"": null, ""focus70_points"": null, ""passing_original"": null, ""passing50"": null, ""passing60"": null, ""passing70"": null, ""receipt"": null}","Material natural-review label remains unbound: [{'sheet': 'Cost Breakdown', 'label': 'Total provisional sums (memorandum — within elemental costs)', 'header': {'label': 2, 'printed': 3, 'working': 4}, 'context': 'Cost Breakdown Source: OCE RevA, Basis of Estimate'}, {'sheet': 'Reconciliation', 'label': 'Recalculated original cost limit (Inflation Excluded)', 'header': {'label': 1, 'printed': 2}, 'context': 'Reconciliation 2. BRIDGE — MOVEMENT IN THE COST LIMIT (full precision, from the recalculated original position)'}, {'sheet': 'Reconciliation', 'label': 'Main Contractors O&P (10%) on the elemental movement', 'header': {'label': 1, 'printed': 2}, 'context': 'Reconciliation 2. BRIDGE — MOVEMENT IN THE COST LIMIT (full precision, from the recalculated original position)'}]"
